cluster,memberCount
VariableDeclarationStatement-9-17,2
VariableDeclarationStatement-9-45,2
VariableDeclarationStatement-9-9,2
VariableDeclarationStatement-9-20,2
VariableDeclarationStatement-9-34,2
VariableDeclarationStatement-9-32,2
VariableDeclarationStatement-9-40,2
VariableDeclarationStatement-9-47,2
VariableDeclarationStatement-9-25,2
VariableDeclarationStatement-11-23,2
VariableDeclarationStatement-7-32,2
VariableDeclarationStatement-7-57,2
VariableDeclarationStatement-7-50,2
VariableDeclarationStatement-7-66,2
VariableDeclarationStatement-7-59,2
VariableDeclarationStatement-7-61,2
VariableDeclarationStatement-11-13,2
VariableDeclarationStatement-11-15,2
VariableDeclarationStatement-11-4,2
VariableDeclarationStatement-11-24,2
VariableDeclarationStatement-11-27,2
VariableDeclarationStatement-11-21,2
VariableDeclarationStatement-11-26,2
VariableDeclarationStatement-11-1,2
VariableDeclarationStatement-11-17,2
VariableDeclarationStatement-11-28,2
VariableDeclarationStatement-11-16,2
VariableDeclarationStatement-11-29,2
VariableDeclarationStatement-11-7,2
VariableDeclarationStatement-11-11,2
VariableDeclarationStatement-10-19,2
VariableDeclarationStatement-10-43,2
CatchClause-17-0,2
VariableDeclarationStatement-5-48,2
VariableDeclarationStatement-5-46,2
VariableDeclarationStatement-5-64,2
VariableDeclarationStatement-5-63,2
VariableDeclarationStatement-5-54,2
VariableDeclarationStatement-5-62,2
VariableDeclarationStatement-5-65,2
VariableDeclarationStatement-5-31,2
VariableDeclarationStatement-5-43,2
VariableDeclarationStatement-5-27,2
VariableDeclarationStatement-5-34,2
VariableDeclarationStatement-5-60,2
VariableDeclarationStatement-5-67,2
VariableDeclarationStatement-5-51,2
VariableDeclarationStatement-5-32,2
VariableDeclarationStatement-5-50,2
VariableDeclarationStatement-5-66,2
VariableDeclarationStatement-5-59,2
VariableDeclarationStatement-5-61,2
VariableDeclarationStatement-13-13,2
VariableDeclarationStatement-13-12,2
VariableDeclarationStatement-13-6,2
VariableDeclarationStatement-5-41,2
VariableDeclarationStatement-5-49,2
VariableDeclarationStatement-10-38,2
VariableDeclarationStatement-5-40,2
CatchClause-6-2,2
CatchClause-6-4,2
CatchClause-7-0,2
CatchClause-9-4,2
CatchClause-9-1,2
CatchClause-18-0,2
SuperConstructorInvocation-2-2,2
SuperConstructorInvocation-4-0,2
SuperConstructorInvocation-1-1,2
SuperConstructorInvocation-1-0,2
SuperConstructorInvocation-6-0,2
VariableDeclarationStatement-14-5,2
VariableDeclarationStatement-14-2,2
VariableDeclarationStatement-14-12,2
VariableDeclarationStatement-14-8,2
VariableDeclarationStatement-14-1,2
VariableDeclarationStatement-14-7,2
VariableDeclarationStatement-14-11,2
VariableDeclarationStatement-14-9,2
VariableDeclarationStatement-5-25,2
VariableDeclarationStatement-5-47,2
VariableDeclarationStatement-13-7,2
VariableDeclarationStatement-13-11,2
VariableDeclarationStatement-13-9,2
VariableDeclarationStatement-12-13,2
VariableDeclarationStatement-8-54,2
VariableDeclarationStatement-8-44,2
VariableDeclarationStatement-8-17,2
VariableDeclarationStatement-8-45,2
VariableDeclarationStatement-8-11,2
VariableDeclarationStatement-8-60,2
VariableDeclarationStatement-8-58,2
VariableDeclarationStatement-8-51,2
VariableDeclarationStatement-8-32,2
VariableDeclarationStatement-8-59,2
VariableDeclarationStatement-8-61,2
VariableDeclarationStatement-19-2,2
VariableDeclarationStatement-19-3,2
VariableDeclarationStatement-19-4,2
VariableDeclarationStatement-10-40,2
VariableDeclarationStatement-10-41,2
VariableDeclarationStatement-10-39,2
VariableDeclarationStatement-10-37,2
VariableDeclarationStatement-10-30,2
VariableDeclarationStatement-10-31,2
VariableDeclarationStatement-10-36,2
VariableDeclarationStatement-8-37,2
VariableDeclarationStatement-8-55,2
VariableDeclarationStatement-8-48,2
VariableDeclarationStatement-15-4,2
VariableDeclarationStatement-12-2,2
VariableDeclarationStatement-12-15,2
VariableDeclarationStatement-12-8,2
VariableDeclarationStatement-12-17,2
VariableDeclarationStatement-12-6,2
VariableDeclarationStatement-12-16,2
VariableDeclarationStatement-12-11,2
VariableDeclarationStatement-3-15,2
VariableDeclarationStatement-15-2,2
VariableDeclarationStatement-15-1,2
VariableDeclarationStatement-8-24,2
VariableDeclarationStatement-15-6,2
VariableDeclarationStatement-15-7,2
VariableDeclarationStatement-4-15,2
VariableDeclarationStatement-4-21,2
VariableDeclarationStatement-4-17,2
VariableDeclarationStatement-4-11,2
VariableDeclarationStatement-4-18,2
VariableDeclarationStatement-8-25,2
VariableDeclarationStatement-8-49,2
IfStatement-6-35,2
IfStatement-7-33,2
IfStatement-6-51,2
MethodDeclaration-9-4,2
MethodDeclaration-7-11,2
MethodDeclaration-7-9,2
MethodDeclaration-11-5,2
MethodDeclaration-11-4,2
MethodDeclaration-11-8,2
MethodDeclaration-11-6,2
MethodDeclaration-9-13,2
MethodDeclaration-9-12,2
MethodDeclaration-9-3,2
MethodDeclaration-9-10,2
MethodDeclaration-7-10,2
MethodDeclaration-9-1,2
MethodDeclaration-9-7,2
MethodDeclaration-9-11,2
MethodDeclaration-9-9,2
MethodDeclaration-27-1,2
MethodDeclaration-18-0,2
MethodDeclaration-20-3,2
MethodDeclaration-20-4,2
MethodDeclaration-20-1,2
MethodDeclaration-7-6,2
MethodDeclaration-7-12,2
MethodDeclaration-51-0,2
MethodDeclaration-10-9,2
MethodDeclaration-10-14,2
MethodDeclaration-10-5,2
MethodDeclaration-10-13,2
MethodDeclaration-10-2,2
MethodDeclaration-10-12,2
MethodDeclaration-10-4,2
MethodDeclaration-10-7,2
MethodDeclaration-10-11,2
MethodDeclaration-10-0,2
MethodDeclaration-17-3,2
MethodDeclaration-29-0,2
MethodDeclaration-17-4,2
MethodDeclaration-6-5,2
MethodDeclaration-6-13,2
MethodDeclaration-6-10,2
MethodDeclaration-6-17,2
MethodDeclaration-6-6,2
MethodDeclaration-6-18,2
MethodDeclaration-42-0,2
MethodDeclaration-16-0,2
MethodDeclaration-51-1,2
EnumDeclaration-2-0,2
MethodDeclaration-19-1,2
IfStatement-14-13,2
WhileStatement-18-0,2
ForStatement-22-0,2
ForStatement-4-0,2
ForStatement-24-0,2
ForStatement-16-1,2
IfStatement-25-0,2
IfStatement-22-0,2
IfStatement-14-22,2
IfStatement-14-14,2
IfStatement-14-15,2
WhileStatement-6-0,2
IfStatement-14-23,2
IfStatement-14-8,2
VariableDeclarationStatement-9-50,2
IfStatement-14-7,2
IfStatement-14-11,2
IfStatement-14-18,2
IfStatement-14-20,2
IfStatement-5-25,2
IfStatement-5-23,2
IfStatement-6-44,2
WhileStatement-17-0,2
ConstructorInvocation-13-1,2
EnhancedForStatement-3-3,2
ConstructorInvocation-13-0,2
ConstructorInvocation-12-0,2
ConstructorInvocation-4-1,2
ConstructorInvocation-4-0,2
EnhancedForStatement-14-1,2
EnhancedForStatement-14-0,2
EnhancedForStatement-5-3,2
EnhancedForStatement-13-0,2
EnhancedForStatement-3-2,2
EnhancedForStatement-3-4,2
WhileStatement-8-0,2
EnhancedForStatement-3-0,2
EnhancedForStatement-4-0,2
EnhancedForStatement-16-0,2
EnhancedForStatement-9-0,2
EnhancedForStatement-27-0,2
EnhancedForStatement-18-0,2
WhileStatement-2-0,2
WhileStatement-12-0,2
WhileStatement-4-0,2
MethodDeclaration-19-0,2
MethodDeclaration-26-0,2
IfStatement-5-30,2
MethodDeclaration-14-12,2
ExpressionStatement-9-50,2
ExpressionStatement-9-59,2
ExpressionStatement-9-61,2
ExpressionStatement-18-0,2
ExpressionStatement-35-0,2
MethodDeclaration-25-0,2
MethodDeclaration-22-3,2
MethodDeclaration-22-1,2
MethodDeclaration-14-13,2
MethodDeclaration-14-8,2
ExpressionStatement-9-35,2
MethodDeclaration-14-10,2
MethodDeclaration-14-6,2
MethodDeclaration-14-7,2
MethodDeclaration-14-9,2
MethodDeclaration-5-14,2
MethodDeclaration-5-13,2
MethodDeclaration-5-4,2
MethodDeclaration-5-17,2
MethodDeclaration-5-16,2
ExpressionStatement-9-57,2
ExpressionStatement-9-56,2
MethodDeclaration-5-11,2
ExpressionStatement-9-62,2
ExpressionStatement-9-12,2
ExpressionStatement-9-15,2
ExpressionStatement-9-48,2
ExpressionStatement-9-46,2
ExpressionStatement-9-64,2
ExpressionStatement-9-55,2
ExpressionStatement-9-39,2
ExpressionStatement-9-37,2
ExpressionStatement-9-54,2
ExpressionStatement-9-31,2
ExpressionStatement-9-60,2
ExpressionStatement-9-38,2
ExpressionStatement-9-44,2
ExpressionStatement-9-21,2
ExpressionStatement-9-17,2
ExpressionStatement-9-42,2
ExpressionStatement-9-16,2
ExpressionStatement-9-11,2
ExpressionStatement-9-18,2
ExpressionStatement-9-20,2
MethodDeclaration-5-7,2
MethodDeclaration-5-9,2
MethodDeclaration-8-18,2
MethodDeclaration-53-1,2
MethodDeclaration-15-7,2
MethodDeclaration-15-11,2
MethodDeclaration-15-9,2
MethodDeclaration-24-1,2
MethodDeclaration-24-0,2
MethodDeclaration-41-0,2
MethodDeclaration-46-0,2
MethodDeclaration-39-1,2
MethodDeclaration-39-0,2
MethodDeclaration-21-1,2
MethodDeclaration-15-1,2
MethodDeclaration-21-0,2
MethodDeclaration-8-13,2
MethodDeclaration-8-15,2
MethodDeclaration-8-8,2
MethodDeclaration-8-19,2
MethodDeclaration-8-10,2
MethodDeclaration-8-17,2
MethodDeclaration-8-16,2
MethodDeclaration-8-9,2
MethodDeclaration-15-6,2
MethodDeclaration-15-10,2
MethodDeclaration-13-13,2
MethodDeclaration-12-5,2
MethodDeclaration-13-12,2
MethodDeclaration-13-8,2
MethodDeclaration-13-10,2
MethodDeclaration-13-6,2
MethodDeclaration-13-7,2
MethodDeclaration-13-11,2
MethodDeclaration-13-0,2
MethodDeclaration-2-4,2
MethodDeclaration-2-7,2
MethodDeclaration-12-3,2
MethodDeclaration-15-8,2
MethodDeclaration-12-8,2
MethodDeclaration-12-10,2
MethodDeclaration-12-7,2
MethodDeclaration-12-9,2
MethodDeclaration-3-14,2
MethodDeclaration-3-10,2
MethodDeclaration-3-9,2
MethodDeclaration-15-5,2
MethodDeclaration-15-4,2
IfStatement-5-24,2
FieldDeclaration-14-5,2
IfStatement-5-26,2
IfStatement-23-0,2
IfStatement-15-7,2
IfStatement-15-11,2
IfStatement-10-9,2
IfStatement-4-5,2
IfStatement-10-11,2
IfStatement-4-18,2
IfStatement-23-1,2
IfStatement-10-45,2
IfStatement-15-1,2
IfStatement-24-0,2
IfStatement-10-28,2
IfStatement-10-17,2
IfStatement-10-10,2
IfStatement-10-19,2
IfStatement-37-1,2
IfStatement-31-0,2
IfStatement-15-6,2
IfStatement-15-8,2
IfStatement-10-8,2
IfStatement-3-10,2
IfStatement-3-15,2
IfStatement-3-23,2
IfStatement-3-24,2
IfStatement-3-21,2
IfStatement-17-5,2
IfStatement-3-8,2
IfStatement-10-35,2
IfStatement-3-17,2
IfStatement-10-27,2
IfStatement-3-18,2
IfStatement-10-15,2
IfStatement-15-5,2
IfStatement-15-12,2
IfStatement-10-34,2
IfStatement-15-3,2
IfStatement-10-20,2
IfStatement-10-26,2
IfStatement-10-21,2
IfStatement-3-22,2
IfStatement-26-0,2
IfStatement-8-6,2
IfStatement-10-46,2
IfStatement-8-42,2
IfStatement-8-29,2
IfStatement-8-0,2
IfStatement-10-41,2
IfStatement-10-23,2
IfStatement-19-4,2
IfStatement-10-37,2
IfStatement-19-1,2
IfStatement-19-0,2
IfStatement-10-22,2
IfStatement-10-14,2
IfStatement-10-13,2
IfStatement-10-47,2
IfStatement-10-40,2
IfStatement-10-39,2
IfStatement-10-31,2
IfStatement-21-1,2
IfStatement-8-41,2
IfStatement-21-0,2
IfStatement-8-14,2
IfStatement-8-40,2
IfStatement-8-15,2
IfStatement-10-44,2
IfStatement-8-23,2
IfStatement-8-24,2
IfStatement-8-37,2
IfStatement-8-28,2
IfStatement-8-31,2
IfStatement-10-43,2
IfStatement-10-38,2
IfStatement-10-36,2
IfStatement-8-36,2
IfStatement-8-38,2
IfStatement-8-21,2
IfStatement-3-13,2
IfStatement-3-20,2
IfStatement-12-32,2
IfStatement-13-0,2
IfStatement-6-55,2
IfStatement-6-46,2
IfStatement-13-16,2
IfStatement-13-7,2
IfStatement-6-41,2
IfStatement-13-11,2
IfStatement-6-12,2
IfStatement-13-18,2
IfStatement-12-30,2
IfStatement-12-25,2
IfStatement-12-14,2
IfStatement-12-13,2
IfStatement-12-12,2
IfStatement-6-49,2
IfStatement-12-4,2
IfStatement-12-23,2
IfStatement-13-1,2
IfStatement-6-52,2
IfStatement-13-8,2
IfStatement-13-4,2
IfStatement-5-28,2
IfStatement-6-43,2
IfStatement-5-16,2
IfStatement-5-29,2
IfStatement-6-31,2
IfStatement-5-27,2
IfStatement-6-54,2
IfStatement-6-53,2
IfStatement-13-14,2
IfStatement-6-30,2
IfStatement-13-13,2
IfStatement-13-2,2
IfStatement-6-39,2
IfStatement-13-12,2
IfStatement-13-15,2
IfStatement-12-24,2
IfStatement-10-12,2
IfStatement-12-17,2
IfStatement-17-1,2
IfStatement-6-47,2
IfStatement-12-28,2
IfStatement-12-21,2
IfStatement-17-4,2
IfStatement-12-31,2
IfStatement-6-14,2
IfStatement-12-0,2
IfStatement-12-10,2
IfStatement-12-27,2
IfStatement-17-3,2
IfStatement-6-40,2
IfStatement-12-19,2
IfStatement-12-26,2
IfStatement-28-0,2
IfStatement-12-29,2
IfStatement-12-16,2
IfStatement-4-17,1
ExpressionStatement-8-85,1
VariableDeclarationStatement-9-38,1
ExpressionStatement-6-12,1
ConstructorInvocation-2-0,1
VariableDeclarationStatement-9-10,1
MethodDeclaration-9-8,1
MethodDeclaration-4-4,1
VariableDeclarationStatement-7-42,1
VariableDeclarationStatement-6-36,1
IfStatement-5-18,1
VariableDeclarationStatement-6-6,1
VariableDeclarationStatement-7-48,1
ExpressionStatement-3-6,1
VariableDeclarationStatement-9-35,1
ExpressionStatement-5-43,1
ReturnStatement-6-15,1
ExpressionStatement-7-99,1
ForStatement-16-0,1
SwitchCase-2-2,1
VariableDeclarationStatement-3-6,1
VariableDeclarationStatement-4-20,1
IfStatement-4-14,1
ExpressionStatement-11-46,1
ExpressionStatement-5-60,1
ExpressionStatement-4-30,1
SynchronizedStatement-2-2,1
ExpressionStatement-4-24,1
VariableDeclarationStatement-3-16,1
ExpressionStatement-9-58,1
ExpressionStatement-7-44,1
MethodDeclaration-5-15,1
ForStatement-15-0,1
VariableDeclarationStatement-9-54,1
ExpressionStatement-6-69,1
ExpressionStatement-6-11,1
VariableDeclarationStatement-11-19,0
IfStatement-10-33,0
IfStatement-11-9,0
IfStatement-17-2,0
IfStatement-11-13,0
ExpressionStatement-11-42,0
VariableDeclarationStatement-11-18,0
FieldDeclaration-13-5,0
IfStatement-7-18,0
ExpressionStatement-20-1,0
VariableDeclarationStatement-9-37,0
VariableDeclarationStatement-9-6,0
IfStatement-10-42,0
ExpressionStatement-9-63,0
ExpressionStatement-20-0,0
VariableDeclarationStatement-11-25,0
VariableDeclarationStatement-11-10,0
VariableDeclarationStatement-9-11,0
ExpressionStatement-8-55,0
VariableDeclarationStatement-7-46,0
IfStatement-18-4,0
VariableDeclarationStatement-16-0,0
ConstructorInvocation-2-1,0
WhileStatement-14-0,0
EnhancedForStatement-10-1,0
VariableDeclarationStatement-14-10,0
IfStatement-12-8,0
ReturnStatement-13-1,0
EnhancedForStatement-12-0,0
IfStatement-12-7,0
IfStatement-12-18,0
ExpressionStatement-6-45,0
MethodDeclaration-66-0,0
MethodDeclaration-68-0,0
VariableDeclarationStatement-5-58,0
ExpressionStatement-10-26,0
ReturnStatement-5-13,0
VariableDeclarationStatement-13-8,0
VariableDeclarationStatement-13-10,0
WhileStatement-17-1,0
AssertStatement-11-0,0
ExpressionStatement-8-42,0
ReturnStatement-7-9,0
ReturnStatement-6-7,0
ReturnStatement-6-14,0
ExpressionStatement-25-0,0
ReturnStatement-7-12,0
IfStatement-14-6,0
ReturnStatement-7-10,0
IfStatement-14-21,0
ReturnStatement-11-2,0
TryStatement-25-2,0
IfStatement-14-12,0
ReturnStatement-11-0,0
IfStatement-14-5,0
ForStatement-32-0,0
ForStatement-29-0,0
ExpressionStatement-6-78,0
IfStatement-13-17,0
VariableDeclarationStatement-12-4,0
FieldDeclaration-11-8,0
ExpressionStatement-7-48,0
MethodDeclaration-54-0,0
VariableDeclarationStatement-10-13,0
IfStatement-9-50,0
IfStatement-38-0,0
FieldDeclaration-10-8,0
ExpressionStatement-13-1,0
IfStatement-9-6,0
MethodDeclaration-109-0,0
ExpressionStatement-12-14,0
IfStatement-15-4,0
ExpressionStatement-12-5,0
IfStatement-9-21,0
VariableDeclarationStatement-6-37,0
IfStatement-8-27,0
IfStatement-8-18,0
IfStatement-19-2,0
IfStatement-19-3,0
VariableDeclarationStatement-10-22,0
IfStatement-37-2,0
ExpressionStatement-7-38,0
IfStatement-55-0,0
FieldDeclaration-11-12,0
IfStatement-15-10,0
VariableDeclarationStatement-3-14,0
IfStatement-15-9,0
MethodDeclaration-16-1,0
IfStatement-161-0,0
IfStatement-20-0,0
IfStatement-20-1,0
VariableDeclarationStatement-8-52,0
ExpressionStatement-7-98,0
IfStatement-18-7,0
IfStatement-24-1,0
MethodDeclaration-10-6,0
IfStatement-18-8,0
TryStatement-7-1,0
WhileStatement-16-0,0
